,sentence_id,token_id,class,before,after
2274603,176793,99,VERBATIM,й,й
2274604,176793,100,VERBATIM,о,о
2274605,176793,101,VERBATIM,б,б
2274606,176793,102,VERBATIM,л,л
2274607,176793,103,VERBATIM,а,а
2274608,176793,104,VERBATIM,с,с
2274609,176793,105,VERBATIM,т,т
2274610,176793,106,VERBATIM,и,и
2274942,176815,14,VERBATIM,#,number
2274946,176815,18,VERBATIM,#,number
2275360,176847,9,VERBATIM,&,and
2275599,176867,4,VERBATIM,&,and
2275695,176876,7,VERBATIM,#,number
2275777,176883,9,VERBATIM,.0.2,dot o dot t w o
2275824,176886,16,VERBATIM,pp,p p
2275984,176900,2,VERBATIM,#,number
2277184,176994,4,VERBATIM,-,-
2277192,176995,1,VERBATIM,&,and
2277196,176995,5,VERBATIM,&,and
2277270,177001,5,VERBATIM,-,-
2277878,177050,11,VERBATIM,&,and
2278758,177121,4,VERBATIM,pp,p p
2279062,177146,6,VERBATIM,sp,s p
2279453,177173,6,VERBATIM,&,and
2279585,177185,3,VERBATIM,&,and
2279659,177191,5,VERBATIM,孙,孙
2279660,177191,6,VERBATIM,成,成
2279661,177191,7,VERBATIM,耀,耀
2280651,177265,4,VERBATIM,-,-
2281225,177309,8,VERBATIM,&,and
2281577,177337,4,VERBATIM,pp,p p
2281790,177353,4,VERBATIM,Φ,phi
2281791,177353,5,VERBATIM,υ,upsilon
2281792,177353,6,VERBATIM,λ,lambda
2281793,177353,7,VERBATIM,α,alpha
2281794,177353,8,VERBATIM,ρ,rho
2281795,177353,9,VERBATIM,χ,chi
2281797,177353,11,VERBATIM,ς,sigma
2281801,177353,15,VERBATIM,florida,florida
2281808,177354,5,VERBATIM,-,-
2281904,177360,14,VERBATIM,-,-
2282141,177381,5,VERBATIM,-,-
2282277,177392,9,VERBATIM,&,and
2282401,177403,6,VERBATIM,pdf,p d f
2283017,177449,3,VERBATIM,#,number
2283024,177449,10,VERBATIM,#,number
2283108,177455,18,VERBATIM,ʻ,ʻ
2283325,177469,6,VERBATIM,В,В
2283326,177469,7,VERBATIM,а,а
2283327,177469,8,VERBATIM,х,х
2283328,177469,9,VERBATIM,а,а
2283329,177469,10,VERBATIM,Ш,Ш
2283330,177469,11,VERBATIM,а,а
2283331,177469,12,VERBATIM,м,м
2283332,177469,13,VERBATIM,а,а
2283333,177469,14,VERBATIM,у,у
2283334,177469,15,VERBATIM,д,д
2283335,177469,16,VERBATIM,и,и
2283336,177469,17,VERBATIM,н,н
2283337,177469,18,VERBATIM,о,о
2283338,177469,19,VERBATIM,в,в
2283339,177469,20,VERBATIM,и,и
2283340,177469,21,VERBATIM,ч,ч
2283341,177469,22,VERBATIM,К,К
2283342,177469,23,VERBATIM,е,е
2283343,177469,24,VERBATIM,л,л
2283344,177469,25,VERBATIM,и,и
2283345,177469,26,VERBATIM,г,г
2283346,177469,27,VERBATIM,о,о
2283347,177469,28,VERBATIM,в,в
2283744,177497,3,VERBATIM,木,木
2283745,177497,4,VERBATIM,村,村
2283746,177497,5,VERBATIM,浩,浩
2283747,177497,6,VERBATIM,吉,吉
2283987,177514,4,VERBATIM,-,-
2284011,177515,16,VERBATIM,-,-
2284142,177524,10,VERBATIM,Schltr,s c h l t r
2284256,177533,3,VERBATIM,&,and
2284554,177558,3,VERBATIM,&,and
2285855,177654,5,VERBATIM,&,and
2285905,177657,9,VERBATIM,pp,p p
2286660,177715,3,VERBATIM,bvh,b v h
2286661,177715,4,VERBATIM,-,-
2286776,177722,9,VERBATIM,主,主
2286777,177722,10,VERBATIM,術,術
2286778,177722,11,VERBATIM,訓,訓
2286786,177722,19,VERBATIM,騰,騰
2286787,177722,20,VERBATIM,蛇,蛇
2286847,177727,8,VERBATIM,&,and
2287245,177758,7,VERBATIM,.8.15,dot e i g h t dot o n e f i v e
2287554,177780,5,VERBATIM,pp,p p
2288220,177836,5,VERBATIM,pp,p p
2288237,177838,1,VERBATIM,&,and
2288339,177845,4,VERBATIM,-,-
2288459,177854,8,VERBATIM,pp,p p
2288780,177878,4,VERBATIM,pp,p p
2289751,177951,2,VERBATIM,&,and
2290137,177982,6,VERBATIM,-,-
2291949,178128,5,VERBATIM,&,and
2291952,178128,8,VERBATIM,&,and
2291959,178129,3,VERBATIM,pp,p p
2292552,178175,17,VERBATIM,BSk,b s k
2292883,178206,3,VERBATIM,&,and
2293023,178217,14,VERBATIM,-,-
2293806,178276,3,VERBATIM,&,and
2295859,178439,10,VERBATIM,Cmdr,c m d r
2296199,178465,1,VERBATIM,-,-
2296288,178470,2,VERBATIM,-,-
2296733,178506,8,VERBATIM,-,-
2296744,178506,19,VERBATIM,-,-
2297110,178537,10,VERBATIM,-,-
2297495,178566,7,VERBATIM,-,-
2297700,178581,1,VERBATIM,&,and
2298001,178601,16,VERBATIM,-,-
2298073,178605,4,VERBATIM,Cmmrc,c m m r c
2298949,178670,19,VERBATIM,Lt,l t
2299143,178687,4,VERBATIM,&,and
2299453,178708,8,VERBATIM,-,-
2299750,178727,14,VERBATIM,Λ,lambda
2300060,178749,8,VERBATIM,Tg,t g
2300188,178760,0,VERBATIM,Nb,n b
2300331,178768,6,VERBATIM,.2.2Davidson,dot t w o dot t w o d a v i d s o n
2300383,178773,5,VERBATIM,&,and
2300765,178799,13,VERBATIM,nd,n d
2301355,178848,5,VERBATIM,-,-
2301423,178854,9,VERBATIM,.5.2,dot f i v e dot t w o
2301515,178860,13,VERBATIM,-,-
2301557,178864,3,VERBATIM,&,and
2301739,178881,13,VERBATIM,宛,宛
2301740,178881,14,VERBATIM,城,城
2302127,178913,5,VERBATIM,&,and
2302466,178938,1,VERBATIM,&,and
2302679,178955,3,VERBATIM,pp,p p
2302994,178979,15,VERBATIM,誠,誠
2302995,178979,16,VERBATIM,郡,郡
2302996,178979,17,VERBATIM,王,王
2303197,178993,18,VERBATIM,pp,p p
2303456,179016,37,VERBATIM,pp,p p
2304342,179091,3,VERBATIM,&,and
2304901,179135,2,VERBATIM,-,-
2305310,179165,10,VERBATIM,&,and
2305463,179178,15,VERBATIM,xRTT,x r t t
2305484,179180,8,VERBATIM,-,-
2305918,179213,4,VERBATIM,&,and
2306197,179233,6,VERBATIM,&,and
2306262,179238,7,VERBATIM,-,-
2306276,179240,1,VERBATIM,&,and
2306930,179290,8,VERBATIM,&,and
2307795,179353,5,VERBATIM,ff,f f
2307833,179355,16,VERBATIM,&,and
2308151,179379,13,VERBATIM,&,and
2308421,179399,4,VERBATIM,-,-
2309575,179488,3,VERBATIM,pp,p p
2310136,179524,12,VERBATIM,-,-
2310221,179532,1,VERBATIM,&,and
2310653,179561,2,VERBATIM,&,and
2311089,179589,1,VERBATIM,&,and
2311097,179589,9,VERBATIM,&,and
2311575,179623,4,VERBATIM,-,-
2312281,179679,15,VERBATIM,&,and
2312402,179687,14,VERBATIM,-,-
2312407,179687,19,VERBATIM,-,-
2312412,179687,24,VERBATIM,-,-
2312580,179699,10,VERBATIM,-,-
2312876,179721,2,VERBATIM,ˈ,ˈ
2312878,179721,4,VERBATIM,ʊ,ʊ
2312880,179721,6,VERBATIM,ʊ,ʊ
2312984,179729,4,VERBATIM,pp,p p
2313638,179781,6,VERBATIM,&,and
2314093,179820,2,VERBATIM,-,-
2314096,179820,5,VERBATIM,-,-
2314203,179828,8,VERBATIM,-,-
2314350,179843,2,VERBATIM,-,-
2314734,179874,4,VERBATIM,pp,p p
2314797,179878,2,VERBATIM,-,-
2315087,179898,8,VERBATIM,&,and
2315538,179933,14,VERBATIM,-,-
2317136,180060,18,VERBATIM,-,-
2317244,180067,4,VERBATIM,-,-
2317878,180115,15,VERBATIM,-,-
2317937,180120,10,VERBATIM,Bp,b p
2318350,180150,10,VERBATIM,pg,p g
2319190,180225,1,VERBATIM,サ,サ
2319191,180225,2,VERBATIM,カ,カ
2319192,180225,3,VERBATIM,ナ,ナ
2319193,180225,4,VERBATIM,ク,ク
2319194,180225,5,VERBATIM,シ,シ
2319195,180225,6,VERBATIM,ョ,ョ
2319196,180225,7,VERBATIM,ン,ン
2319197,180225,8,VERBATIM,-,-
2319198,180225,9,VERBATIM,ユ,ユ
2319199,180225,10,VERBATIM,リ,リ
2319200,180225,11,VERBATIM,イ,イ
2319201,180225,12,VERBATIM,カ,カ
2319444,180242,3,VERBATIM,&,and
2319759,180265,7,VERBATIM,#,number
2320132,180295,13,VERBATIM,PhD,p h d
2320426,180312,6,VERBATIM,蒼,蒼
2320427,180312,7,VERBATIM,空,空
2320494,180317,2,VERBATIM,&,and
2320603,180326,5,VERBATIM,&,and
2320815,180342,6,VERBATIM,RnR,r n r
2321020,180359,4,VERBATIM,-,-
2321454,180389,6,VERBATIM,-,-
2321493,180392,5,VERBATIM,&,and
2321768,180415,1,VERBATIM,-,-
2322390,180466,3,VERBATIM,&,and
2322428,180469,2,VERBATIM,-,-
2322558,180482,3,VERBATIM,florida,florida
2322744,180497,2,VERBATIM,&,and
2323051,180521,1,VERBATIM,&,and
2323065,180521,15,VERBATIM,pp,p p
2323177,180531,1,VERBATIM,&,and
2323433,180547,1,VERBATIM,Т,Т
2323434,180547,2,VERBATIM,р,р
2323435,180547,3,VERBATIM,а,а
2323436,180547,4,VERBATIM,н,н
2323437,180547,5,VERBATIM,с,с
2323438,180547,6,VERBATIM,п,п
2323439,180547,7,VERBATIM,о,о
2323440,180547,8,VERBATIM,р,р
2323441,180547,9,VERBATIM,т,т
2323442,180547,10,VERBATIM,М,М
2323443,180547,11,VERBATIM,у,у
2323444,180547,12,VERBATIM,р,р
2323445,180547,13,VERBATIM,м,м
2323446,180547,14,VERBATIM,а,а
2323447,180547,15,VERBATIM,н,н
2323448,180547,16,VERBATIM,с,с
2323449,180547,17,VERBATIM,к,к
2323450,180547,18,VERBATIM,о,о
2323451,180547,19,VERBATIM,й,й
2323452,180547,20,VERBATIM,о,о
2323453,180547,21,VERBATIM,б,б
2323454,180547,22,VERBATIM,л,л
2323455,180547,23,VERBATIM,а,а
2323456,180547,24,VERBATIM,с,с
2323457,180547,25,VERBATIM,т,т
2323458,180547,26,VERBATIM,и,и
2325145,180671,2,VERBATIM,-,-
2325415,180692,5,VERBATIM,.5-3754,dot f i v e d a s h t h r e e s e v e n f i v e f o u r
2325511,180697,17,VERBATIM,pdf,p d f
2325522,180698,8,VERBATIM,-,-
2326262,180753,12,VERBATIM,&,and
2326697,180790,15,VERBATIM,&,and
2326706,180790,24,VERBATIM,pp,p p
2326763,180797,1,VERBATIM,&,and
2326996,180821,9,VERBATIM,-,-
2327401,180850,4,VERBATIM,&,and
2327432,180854,3,VERBATIM,&,and
2327588,180867,5,VERBATIM,心,心
2327589,180867,6,VERBATIM,こ,こ
2327590,180867,7,VERBATIM,め,め
2327591,180867,8,VERBATIM,て,て
2328083,180903,3,VERBATIM,レ,レ
2328084,180903,4,VERBATIM,ッ,ッ
2328085,180903,5,VERBATIM,ド,ド
2328086,180903,6,VERBATIM,マ,マ
2328087,180903,7,VERBATIM,シ,シ
2328088,180903,8,VERBATIM,ー,ー
2328089,180903,9,VERBATIM,ン,ン
2328195,180909,6,VERBATIM,-,-
2328258,180915,3,VERBATIM,pp,p p
2328493,180932,2,VERBATIM,-,-
2328709,180948,4,VERBATIM,pg,p g
2328951,180967,4,VERBATIM,ド,ド
2328952,180967,5,VERBATIM,ク,ク
2328953,180967,6,VERBATIM,タ,タ
2328954,180967,7,VERBATIM,ー,ー
2328955,180967,8,VERBATIM,高,高
2328956,180967,9,VERBATIM,松,松
2329038,180974,3,VERBATIM,-,-
2329691,181020,5,VERBATIM,pp,p p
2329696,181021,3,VERBATIM,ジ,ジ
2329697,181021,4,VERBATIM,ー,ー
2329783,181027,11,VERBATIM,-,-
2330147,181058,2,VERBATIM,&,and
2330266,181067,13,VERBATIM,sp,s p
2330668,181100,6,VERBATIM,&,and
2330782,181108,5,VERBATIM,-,-
2330785,181108,8,VERBATIM,-,-
2330819,181111,1,VERBATIM,-,-
2331200,181141,6,VERBATIM,pp,p p
2331282,181146,9,VERBATIM,dx,d x
2331283,181146,10,VERBATIM,ʷ,ʷ
2331301,181146,28,VERBATIM,Dx,d x
2331302,181146,29,VERBATIM,ʷ,ʷ
2331304,181146,31,VERBATIM,ʔ,ʔ
2331316,181146,43,VERBATIM,ʷ,ʷ
2331318,181146,45,VERBATIM,ʔ,ʔ
2331706,181174,2,VERBATIM,-,-
2331725,181175,10,VERBATIM,&,and
2331948,181191,5,VERBATIM,.3-metre,dot t h r e e d a s h m e t r e
2332322,181223,0,VERBATIM,-,-
2332419,181231,1,VERBATIM,현,현
2332420,181231,2,VERBATIM,저,저
2332421,181231,3,VERBATIM,동,동
2332425,181231,7,VERBATIM,峴,峴
2332426,181231,8,VERBATIM,底,底
2332427,181231,9,VERBATIM,洞,洞
2332543,181240,1,VERBATIM,-,-
2332555,181241,2,VERBATIM,&,and
2332888,181269,5,VERBATIM,pp,p p
2333189,181295,4,VERBATIM,&,and
2333406,181311,7,VERBATIM,&,and
2333513,181318,25,VERBATIM,pp,p p
2334097,181369,8,VERBATIM,&,and
2334254,181379,4,VERBATIM,-,-
2334411,181392,1,VERBATIM,&,and
2334473,181396,14,VERBATIM,&,and
2335076,181445,4,VERBATIM,Ś,Ś
2335732,181494,7,VERBATIM,&,and
2335739,181494,14,VERBATIM,&,and
2336484,181550,6,VERBATIM,_,underscore
2336486,181550,8,VERBATIM,-,-
2336524,181552,3,VERBATIM,&,and
2336781,181572,11,VERBATIM,&,and
2336924,181584,4,VERBATIM,&,and
2337334,181613,3,VERBATIM,&,and
2337397,181617,17,VERBATIM,-,-
2337960,181656,5,VERBATIM,pp,p p
2338122,181669,6,VERBATIM,-,-
2338202,181677,3,VERBATIM,pp,p p
2338838,181728,2,VERBATIM,&,and
2339078,181748,2,VERBATIM,&,and
2339747,181795,3,VERBATIM,-,-
2339751,181795,7,VERBATIM,-,-
2339843,181802,7,VERBATIM,-,-
2339932,181808,17,VERBATIM,&,and
2340494,181853,11,VERBATIM,&,and
2340992,181894,11,VERBATIM,pp,p p
2341662,181946,20,VERBATIM,pp,p p
2341668,181947,4,VERBATIM,pp,p p
2342073,181981,3,VERBATIM,&,and
2342784,182035,2,VERBATIM,Lts,l t s
2343775,182115,6,VERBATIM,&,and
2344024,182132,2,VERBATIM,-,-
2344202,182148,19,VERBATIM,pdf,p d f
2344538,182180,4,VERBATIM,&,and
2344573,182182,8,VERBATIM,С,С
2344574,182182,9,VERBATIM,п,п
2344575,182182,10,VERBATIM,б,б
2345190,182236,8,VERBATIM,pp,p p
2345519,182267,6,VERBATIM,&,and
2346007,182302,31,VERBATIM,&,and
2346467,182336,3,VERBATIM,&,and
2346633,182347,9,VERBATIM,&,and
2347737,182424,6,VERBATIM,pp,p p
2349447,182562,2,VERBATIM,&,and
2349707,182581,2,VERBATIM,&,and
2350158,182616,13,VERBATIM,sp,s p
2350602,182652,8,VERBATIM,&,and
2351606,182727,7,VERBATIM,&,and
2351633,182729,3,VERBATIM,С,С
2351634,182729,4,VERBATIM,о,о
2351635,182729,5,VERBATIM,ц,ц
2351636,182729,6,VERBATIM,и,и
2351637,182729,7,VERBATIM,ј,ј
2351638,182729,8,VERBATIM,а,а
2351639,182729,9,VERBATIM,л,л
2351640,182729,10,VERBATIM,и,и
2351641,182729,11,VERBATIM,с,с
2351642,182729,12,VERBATIM,т,т
2351643,182729,13,VERBATIM,и,и
2351644,182729,14,VERBATIM,ч,ч
2351645,182729,15,VERBATIM,к,к
2351646,182729,16,VERBATIM,а,а
2351647,182729,17,VERBATIM,Ф,Ф
2351648,182729,18,VERBATIM,е,е
2351649,182729,19,VERBATIM,д,д
2351650,182729,20,VERBATIM,е,е
2351651,182729,21,VERBATIM,р,р
2351652,182729,22,VERBATIM,а,а
2351653,182729,23,VERBATIM,т,т
2351654,182729,24,VERBATIM,и,и
2351655,182729,25,VERBATIM,в,в
2351656,182729,26,VERBATIM,н,н
2351657,182729,27,VERBATIM,а,а
2351658,182729,28,VERBATIM,Р,Р
2351659,182729,29,VERBATIM,е,е
2351660,182729,30,VERBATIM,п,п
2351661,182729,31,VERBATIM,у,у
2351662,182729,32,VERBATIM,б,б
2351663,182729,33,VERBATIM,л,л
2351664,182729,34,VERBATIM,и,и
2351665,182729,35,VERBATIM,к,к
2351666,182729,36,VERBATIM,а,а
2351667,182729,37,VERBATIM,Ј,Ј
2351668,182729,38,VERBATIM,у,у
2351669,182729,39,VERBATIM,г,г
2351670,182729,40,VERBATIM,о,о
2351671,182729,41,VERBATIM,с,с
2351672,182729,42,VERBATIM,л,л
2351673,182729,43,VERBATIM,а,а
2351674,182729,44,VERBATIM,в,в
2351675,182729,45,VERBATIM,и,и
2351676,182729,46,VERBATIM,ј,ј
2351677,182729,47,VERBATIM,а,а
2351730,182735,2,VERBATIM,-,-
2351890,182749,3,VERBATIM,&,and
2351892,182749,5,VERBATIM,-,-
2352294,182783,3,VERBATIM,&,and
2352543,182799,7,VERBATIM,-,-
2352700,182811,8,VERBATIM,&,and
2353367,182858,2,VERBATIM,&,and
2353375,182859,3,VERBATIM,&,and
2353468,182866,4,VERBATIM,&,and
2354065,182918,11,VERBATIM,pp,p p
2354109,182922,3,VERBATIM,佐,佐
2354110,182922,4,VERBATIM,藤,藤
2354111,182922,5,VERBATIM,晃,晃
2354112,182922,6,VERBATIM,大,大
2354451,182949,4,VERBATIM,pp,p p
2354640,182964,8,VERBATIM,PfP,p f p
2354932,182987,3,VERBATIM,-,-
2355235,183010,3,VERBATIM,&,and
2355946,183067,25,VERBATIM,pp,p p
2355980,183069,15,VERBATIM,悲,悲
2355981,183069,16,VERBATIM,憤,憤
2355982,183069,17,VERBATIM,詩,詩
2356022,183072,15,VERBATIM,Spr,s p r
2356047,183075,10,VERBATIM,#,number
2356370,183101,8,VERBATIM,-,-
2356376,183101,14,VERBATIM,-,-
2356379,183101,17,VERBATIM,-,-
2356600,183118,8,VERBATIM,pp,p p
2356959,183149,21,VERBATIM,pp,p p
2356984,183152,7,VERBATIM,pg,p g
2357691,183215,7,VERBATIM,-,-
2358337,183265,13,VERBATIM,srl,s r l
2358596,183284,7,VERBATIM,bp,b p
2358876,183305,3,VERBATIM,秋,秋
2358877,183305,4,VERBATIM,色,色
2358878,183305,5,VERBATIM,恋,恋
2358879,183305,6,VERBATIM,華,華
2358914,183306,15,VERBATIM,&,and
2359060,183322,5,VERBATIM,&,and
2359922,183388,3,VERBATIM,-,-
2360421,183430,3,VERBATIM,&,and
2360792,183459,5,VERBATIM,孙,孙
2360793,183459,6,VERBATIM,志,志
2360794,183459,7,VERBATIM,峰,峰
2361067,183482,10,VERBATIM,-,-
2362145,183563,11,VERBATIM,-,-
2362383,183583,11,VERBATIM,&,and
2362438,183585,14,VERBATIM,-,-
2363692,183688,9,VERBATIM,feet,feet
2363699,183688,16,VERBATIM,feet,feet
2364127,183725,5,VERBATIM,-,-
2364482,183755,7,VERBATIM,pp,p p
2364487,183756,3,VERBATIM,&,and
2364944,183793,4,VERBATIM,-,-
2365091,183804,11,VERBATIM,bhp,b h p
2365196,183810,5,VERBATIM,-,-
2365202,183810,11,VERBATIM,-,-
2365217,183811,10,VERBATIM,&,and
2365552,183837,13,VERBATIM,-,-
2365843,183860,1,VERBATIM,-,-
2366075,183879,5,VERBATIM,-,-
2366097,183881,4,VERBATIM,-,-
2366175,183887,2,VERBATIM,Pr,p r
2366253,183893,4,VERBATIM,tr,t r
2366422,183909,4,VERBATIM,&,and
2366470,183913,5,VERBATIM,-,-
2366603,183922,10,VERBATIM,&,and
2366735,183932,12,VERBATIM,-,-
2366929,183948,5,VERBATIM,#,number
2366938,183948,14,VERBATIM,#,number
2367021,183956,8,VERBATIM,-,-
2367191,183970,14,VERBATIM,-,-
2367364,183982,7,VERBATIM,ε,epsilon
2367365,183982,8,VERBATIM,ὐ,ὐ
2367366,183982,9,VERBATIM,ν,nu
2367367,183982,10,VERBATIM,ο,omicron
2367368,183982,11,VERBATIM,ῦ,ῦ
2367369,183982,12,VERBATIM,χ,chi
2367370,183982,13,VERBATIM,ο,omicron
2367371,183982,14,VERBATIM,ς,sigma
2367848,184019,5,VERBATIM,ds,d s
2367942,184026,5,VERBATIM,-,-
2368054,184033,5,VERBATIM,pp,p p
2368170,184043,10,VERBATIM,-,-
2368347,184055,5,VERBATIM,&,and
2369288,184126,1,VERBATIM,م,م
2369289,184126,2,VERBATIM,ا,ا
2369290,184126,3,VERBATIM,ج,ج
2369291,184126,4,VERBATIM,ر,ر
2369292,184126,5,VERBATIM,ا,ا
2369293,184126,6,VERBATIM,ی,ی
2369294,184126,7,VERBATIM,ت,ت
2369295,184126,8,VERBATIM,و,و
2369296,184126,9,VERBATIM,ل,ل
2369297,184126,10,VERBATIM,د,د
2369298,184126,11,VERBATIM,ع,ع
2369299,184126,12,VERBATIM,ر,ر
2369300,184126,13,VERBATIM,و,و
2369301,184126,14,VERBATIM,س,س
2369302,184126,15,VERBATIM,ک,ک
2369303,184126,16,VERBATIM,م,م
2369304,184126,17,VERBATIM,ی,ی
2369305,184126,18,VERBATIM,ل,ل
2369306,184126,19,VERBATIM,ی,ی
2369307,184126,20,VERBATIM,ا,ا
2369308,184126,21,VERBATIM,ر,ر
2369309,184126,22,VERBATIM,د,د
2369310,184126,23,VERBATIM,ی,ی
2369618,184147,10,VERBATIM,-,-
2369697,184153,5,VERBATIM,pg,p g
2369842,184162,4,VERBATIM,#,number
2369846,184162,8,VERBATIM,#,number
2370055,184178,5,VERBATIM,.8-mile,dot e i g h t d a s h m i l e
2370056,184178,6,VERBATIM,-,-
2370479,184209,2,VERBATIM,-,-
2370504,184211,7,VERBATIM,ch,c h
2370565,184216,5,VERBATIM,砂,砂
2370689,184223,6,VERBATIM,&,and
2371244,184263,3,VERBATIM,&,and
2371267,184265,7,VERBATIM,pp,p p
2371321,184269,18,VERBATIM,Ι,iota
2371322,184269,19,VERBATIM,Ι,iota
2371350,184272,4,VERBATIM,pp,p p
2371639,184297,12,VERBATIM,&,and
2371743,184305,15,VERBATIM,pp,p p
2372066,184331,3,VERBATIM,-,-
2372816,184389,7,VERBATIM,-,-
2372929,184398,3,VERBATIM,&,and
2373118,184412,11,VERBATIM,pp,p p
2373490,184440,3,VERBATIM,pps,p p s
2373775,184463,4,VERBATIM,-,-
2373987,184481,9,VERBATIM,ρ,rho
2373990,184481,12,VERBATIM,τ,tau
2373994,184481,16,VERBATIM,υ,upsilon
2374069,184487,4,VERBATIM,-,-
2374783,184542,4,VERBATIM,-,-
2374944,184554,19,VERBATIM,&,and
2374965,184556,7,VERBATIM,-,-
2375031,184561,6,VERBATIM,feet,feet
2375039,184561,14,VERBATIM,feet,feet
2375431,184591,5,VERBATIM,&,and
2376440,184663,3,VERBATIM,-,-
2376967,184700,8,VERBATIM,儚,儚
2376968,184700,9,VERBATIM,く,く
2376969,184700,10,VERBATIM,も,も
2376970,184700,11,VERBATIM,永,永
2376971,184700,12,VERBATIM,久,久
2376972,184700,13,VERBATIM,の,の
2376973,184700,14,VERBATIM,カ,カ
2376974,184700,15,VERBATIM,ナ,ナ
2376975,184700,16,VERBATIM,シ,シ
2377114,184710,4,VERBATIM,Б,Б
2377115,184710,5,VERBATIM,а,а
2377116,184710,6,VERBATIM,т,т
2377117,184710,7,VERBATIM,ь,ь
2377118,184710,8,VERBATIM,о,о
2377119,184710,9,VERBATIM,в,в
2377120,184710,10,VERBATIM,о,о
2377310,184724,9,VERBATIM,红,红
2377311,184724,10,VERBATIM,湾,湾
2377312,184724,11,VERBATIM,寺,寺
2377313,184724,12,VERBATIM,镇,镇
2377394,184730,13,VERBATIM,pdf,p d f
2377544,184740,9,VERBATIM,ʊ,ʊ
2377547,184740,12,VERBATIM,ː,ː
2377550,184740,15,VERBATIM,ː,ː
2378311,184795,5,VERBATIM,十,十
2378312,184795,6,VERBATIM,大,大
2378313,184795,7,VERBATIM,中,中
2378314,184795,8,VERBATIM,文,文
2378315,184795,9,VERBATIM,金,金
2378316,184795,10,VERBATIM,曲,曲
2378540,184812,8,VERBATIM,pp,p p
2378585,184817,6,VERBATIM,-,-
2378927,184844,6,VERBATIM,Lt,l t
2379072,184856,1,VERBATIM,א,א
2379073,184856,2,VERBATIM,ז,ז
2379074,184856,3,VERBATIM,ר,ר
2379075,184856,4,VERBATIM,ח,ח
2379076,184856,5,VERBATIM,י,י
2379077,184856,6,VERBATIM,ם,ם
2379078,184856,7,VERBATIM,ח,ח
2379079,184856,8,VERBATIM,ל,ל
2379080,184856,9,VERBATIM,ל,ל
2379081,184856,10,VERBATIM,י,י
2379082,184856,11,VERBATIM,פ,פ
2379083,184856,12,VERBATIM,ע,ע
2379084,184856,13,VERBATIM,ו,ו
2379085,184856,14,VERBATIM,ל,ל
2379086,184856,15,VERBATIM,ו,ו
2379087,184856,16,VERBATIM,ת,ת
2379088,184856,17,VERBATIM,א,א
2379089,184856,18,VERBATIM,י,י
2379090,184856,19,VERBATIM,ב,ב
2379091,184856,20,VERBATIM,ה,ה
2379092,184856,21,VERBATIM,-,-
2379093,184856,22,VERBATIM,ח,ח
2379094,184856,23,VERBATIM,י,י
2379095,184856,24,VERBATIM,פ,פ
2379096,184856,25,VERBATIM,ו,ו
2379097,184856,26,VERBATIM,ש,ש
2379098,184856,27,VERBATIM,ל,ל
2379099,184856,28,VERBATIM,פ,פ
2379100,184856,29,VERBATIM,י,י
2379101,184856,30,VERBATIM,ש,ש
2379102,184856,31,VERBATIM,ם,ם
2379104,184856,33,VERBATIM,א,א
2379105,184856,34,VERBATIM,י,י
2379106,184856,35,VERBATIM,ר,ר
2379107,184856,36,VERBATIM,ו,ו
2379108,184856,37,VERBATIM,ע,ע
2379109,184856,38,VERBATIM,א,א
2379110,184856,39,VERBATIM,ו,ו
2379111,184856,40,VERBATIM,מ,מ
2379112,184856,41,VERBATIM,ק,ק
2379113,184856,42,VERBATIM,ו,ו
2379114,184856,43,VERBATIM,ם,ם
2379115,184856,44,VERBATIM,מ,מ
2379116,184856,45,VERBATIM,ג,ג
2379117,184856,46,VERBATIM,ו,ו
2379118,184856,47,VERBATIM,ר,ר
2379119,184856,48,VERBATIM,י,י
2379120,184856,49,VERBATIM,ם,ם
2379121,184856,50,VERBATIM,-,-
2379122,184856,51,VERBATIM,א,א
2379123,184856,52,VERBATIM,נ,נ
2379124,184856,53,VERBATIM,ט,ט
2379125,184856,54,VERBATIM,ט,ט
2379126,184856,55,VERBATIM,ר,ר
2379127,184856,56,VERBATIM,מ,מ
2379128,184856,57,VERBATIM,פ,פ
2379129,184856,58,VERBATIM,ו,ו
2379130,184856,59,VERBATIM,ר,ר
2379131,184856,60,VERBATIM,ו,ו
2379132,184856,61,VERBATIM,ש,ש
2379133,184856,62,VERBATIM,א,א
2379134,184856,63,VERBATIM,ל,ל
2379135,184856,64,VERBATIM,מ,מ
2379136,184856,65,VERBATIM,ס,ס
2379137,184856,66,VERBATIM,י,י
2379138,184856,67,VERBATIM,ז,ז
2379140,184856,69,VERBATIM,ל,ל
2379251,184865,2,VERBATIM,β,beta
2379252,184865,3,VERBATIM,-,-
2379374,184874,1,VERBATIM,א,א
2379375,184874,2,VERBATIM,ז,ז
2379376,184874,3,VERBATIM,ר,ר
2379377,184874,4,VERBATIM,ח,ח
2379378,184874,5,VERBATIM,י,י
2379379,184874,6,VERBATIM,ם,ם
2379380,184874,7,VERBATIM,ח,ח
2379381,184874,8,VERBATIM,ל,ל
2379382,184874,9,VERBATIM,ל,ל
2379383,184874,10,VERBATIM,י,י
2379384,184874,11,VERBATIM,פ,פ
2379385,184874,12,VERBATIM,ע,ע
2379386,184874,13,VERBATIM,ו,ו
2379387,184874,14,VERBATIM,ל,ל
2379388,184874,15,VERBATIM,ו,ו
2379389,184874,16,VERBATIM,ת,ת
